"connection","connection_type","connection_transport","connection_protocol","connection_timestamp","connection_root","connection_parent","local_host","local_port","remote_host","remote_hostname","remote_port"
"1","accept","tcp","smbd","1.64784563E9","1","","10.1.0.4","445","104.244.72.115","","34792"
"2","accept","tcp","smbd","1.64784563E9","2","","10.1.0.4","445","23.129.64.147","","28643"
"3","accept","tcp","smbd","1.64784563E9","3","","10.1.0.4","445","185.220.100.240","","2202"
"4","accept","tcp","smbd","1.64784563E9","4","","10.1.0.4","445","45.154.255.139","","54133"
"5","accept","tcp","smbd","1.64784563E9","5","","10.1.0.4","445","45.154.255.147","","51670"
"6","accept","tcp","smbd","1.64784563E9","6","","10.1.0.4","445","45.154.255.147","","47272"
"7","accept","tcp","smbd","1.64784563E9","7","","10.1.0.4","445","171.229.89.78","","63331"
"8","accept","tcp","smbd","1.64784563E9","8","","10.1.0.4","445","62.78.82.60","","52134"
"9","accept","tcp","smbd","1.64784563E9","9","","10.1.0.4","445","62.78.82.60","","59148"
"10","accept","tcp","smbd","1.64784563E9","10","","10.1.0.4","445","62.78.82.60","","59172"
"11","accept","tcp","smbd","1.64784563E9","11","","10.1.0.4","445","162.142.125.7","","49154"
"12","accept","tcp","httpd","1.64784563E9","12","","10.1.0.4","80","185.254.196.223","","54840"
"13","accept","tcp","httpd","1.64784563E9","13","","10.1.0.4","80","45.146.165.37","","52122"
"14","accept","tcp","httpd","1.64784563E9","14","","10.1.0.4","80","106.75.152.94","","26580"
"15","accept","tcp","httpd","1.64784563E9","15","","10.1.0.4","80","106.75.162.130","","5024"
"16","accept","tcp","httpd","1.64784563E9","16","","10.1.0.4","80","106.75.85.103","","57216"
"17","accept","tcp","httpd","1.64784563E9","17","","10.1.0.4","80","45.146.165.37","","46254"
"18","accept","tcp","httpd","1.64784691E9","18","","10.1.0.4","80","188.192.248.88","","35012"
"19","accept","tcp","smbd","1.64784691E9","19","","10.1.0.4","445","210.212.250.129","","55497"
"20","accept","tcp","smbd","1.64784704E9","20","","10.1.0.4","445","210.212.250.129","","50038"
"21","accept","tcp","smbd","1.64784704E9","21","","10.1.0.4","445","210.212.250.129","","50062"
"22","accept","tcp","smbd","1.64784717E9","22","","10.1.0.4","445","210.212.250.129","","62271"
"23","accept","tcp","smbd","1.64784717E9","23","","10.1.0.4","445","210.212.250.129","","62388"
"24","accept","tcp","smbd","1.64784742E9","24","","10.1.0.4","445","117.102.119.2","","57449"
"25","accept","tcp","smbd","1.64784755E9","25","","10.1.0.4","445","103.157.221.201","","51919"
"26","accept","tcp","smbd","1.64784755E9","26","","10.1.0.4","445","117.102.119.2","","56343"
"27","accept","tcp","smbd","1.64784755E9","27","","10.1.0.4","445","117.102.119.2","","56382"
"28","accept","tcp","smbd","1.64784755E9","28","","10.1.0.4","445","117.197.66.156","","51282"
"29","accept","tcp","smbd","1.64784755E9","29","","10.1.0.4","445","117.197.66.156","","51317"
"30","accept","tcp","smbd","1.64784755E9","30","","10.1.0.4","445","103.157.221.201","","54216"
"31","accept","tcp","smbd","1.64784755E9","31","","10.1.0.4","445","103.157.221.201","","54228"
"32","accept","tcp","smbd","1.64784768E9","32","","10.1.0.4","445","119.123.122.83","","1973"
"33","accept","tcp","smbd","1.64784768E9","33","","10.1.0.4","445","117.102.119.2","","2580"
"34","accept","tcp","smbd","1.64784768E9","34","","10.1.0.4","445","117.102.119.2","","52673"
"35","accept","tcp","smbd","1.64784768E9","35","","10.1.0.4","445","202.170.51.249","","60018"
"36","accept","tcp","smbd","1.64784768E9","36","","10.1.0.4","445","202.170.51.249","","60063"
"37","accept","tcp","smbd","1.64784768E9","37","","10.1.0.4","445","103.157.221.201","","52781"
"38","accept","tcp","smbd","1.64784768E9","38","","10.1.0.4","445","103.157.221.201","","52858"
"39","accept","tcp","smbd","1.64784768E9","39","","10.1.0.4","445","119.123.122.83","","4712"
"40","accept","tcp","smbd","1.64784768E9","40","","10.1.0.4","445","119.123.122.83","","4726"
"41","accept","tcp","smbd","1.64784781E9","41","","10.1.0.4","445","202.170.51.249","","53776"
"42","accept","tcp","smbd","1.64784781E9","42","","10.1.0.4","445","202.170.51.249","","54011"
"43","accept","tcp","smbd","1.64784781E9","43","","10.1.0.4","445","119.123.122.83","","3770"
"44","accept","tcp","smbd","1.64784781E9","44","","10.1.0.4","445","119.123.122.83","","3803"
"45","accept","tcp","smbd","1.64784845E9","45","","10.1.0.4","445","103.52.208.29","","49599"
"46","accept","tcp","smbd","1.64784845E9","46","","10.1.0.4","445","103.52.208.29","","49600"
"47","accept","tcp","smbd","1.64784845E9","47","","10.1.0.4","445","103.52.208.29","","49606"
"48","accept","tcp","smbd","1.64784845E9","48","","10.1.0.4","445","103.52.208.29","","49816"
"49","accept","tcp","smbd","1.64784858E9","49","","10.1.0.4","445","103.52.208.29","","50400"
"50","accept","tcp","httpd","1.6478487E9","50","","10.1.0.4","80","151.235.46.181","","42561"
"51","accept","tcp","httpd","1.64784947E9","51","","10.1.0.4","80","20.110.176.213","","54952"
"52","accept","tcp","smbd","1.64785024E9","52","","10.1.0.4","445","119.123.122.83","","1434"
"53","accept","tcp","smbd","1.64785024E9","53","","10.1.0.4","445","119.123.122.83","","1438"
"54","accept","tcp","smbd","1.64785037E9","54","","10.1.0.4","445","119.123.122.83","","4086"
"55","accept","tcp","smbd","1.64785037E9","55","","10.1.0.4","445","119.123.122.83","","4105"
"56","accept","tcp","smbd","1.64785037E9","56","","10.1.0.4","445","79.60.221.166","","52319"
"57","accept","tcp","smbd","1.64785037E9","57","","10.1.0.4","445","79.60.221.166","","52327"
"58","accept","tcp","smbd","1.6478505E9","58","","10.1.0.4","445","79.60.221.166","","62831"
"59","accept","tcp","smbd","1.6478505E9","59","","10.1.0.4","445","79.60.221.166","","62986"
"60","accept","tcp","httpd","1.64785088E9","60","","10.1.0.4","80","20.112.97.199","","63201"
"61","accept","tcp","httpd","1.64785114E9","61","","10.1.0.4","80","103.162.30.101","","55432"
"62","accept","tcp","smbd","1.64785114E9","62","","10.1.0.4","445","182.253.127.196","","15730"
"63","accept","tcp","httpd","1.64785126E9","63","","10.1.0.4","80","192.241.223.18","","42284"
"64","accept","tcp","smbd","1.64785178E9","64","","10.1.0.4","445","180.244.214.211","","56133"
"65","accept","tcp","smbd","1.6478519E9","65","","10.1.0.4","445","180.244.214.211","","50703"
"66","accept","tcp","smbd","1.6478519E9","66","","10.1.0.4","445","180.244.214.211","","50721"
"67","accept","tcp","httpd","1.6478519E9","67","","10.1.0.4","80","200.53.18.130","","52871"
"68","accept","tcp","httpd","1.64785203E9","68","","10.1.0.4","80","45.83.66.115","","56518"
"69","accept","tcp","httpd","1.64785203E9","69","","10.1.0.4","80","45.83.64.200","","59358"
"70","accept","tcp","smbd","1.64785203E9","70","","10.1.0.4","445","180.244.214.211","","63105"
"71","accept","tcp","smbd","1.64785203E9","71","","10.1.0.4","445","180.244.214.211","","63214"
"72","accept","tls","httpd","1.64785216E9","72","","10.1.0.4","443","89.248.168.194","","36174"
"73","accept","tcp","smbd","1.64785229E9","73","","10.1.0.4","445","106.107.215.232","","14508"
"74","accept","tcp","smbd","1.64785229E9","74","","10.1.0.4","445","106.107.215.232","","14514"
"75","accept","tcp","smbd","1.64785229E9","75","","10.1.0.4","445","106.107.215.232","","14542"
"76","accept","tcp","smbd","1.64785229E9","76","","10.1.0.4","445","106.107.215.232","","1252"
"77","accept","tcp","httpd","1.64785242E9","77","","10.1.0.4","80","92.255.205.160","","54244"
"78","accept","tls","httpd","1.64785344E9","78","","10.1.0.4","443","209.145.55.127","","42580"
"79","accept","tls","httpd","1.64785357E9","79","","10.1.0.4","443","209.145.55.127","","47068"
"80","accept","tcp","smbd","1.64785357E9","80","","10.1.0.4","445","37.34.245.75","","58448"
"81","accept","tcp","smbd","1.64785357E9","81","","10.1.0.4","445","37.34.245.75","","58462"
"82","accept","tcp","smbd","1.64785357E9","82","","10.1.0.4","445","37.34.245.75","","57809"
"83","accept","tcp","smbd","1.64785357E9","83","","10.1.0.4","445","37.34.245.75","","57938"
"84","accept","tcp","smbd","1.64785395E9","84","","10.1.0.4","445","83.221.204.44","","50695"
"85","accept","tcp","smbd","1.64785395E9","85","","10.1.0.4","445","36.72.67.156","","55742"
"86","accept","tcp","smbd","1.64785395E9","86","","10.1.0.4","445","83.221.204.44","","60254"
"87","accept","tcp","smbd","1.64785395E9","87","","10.1.0.4","445","83.221.204.44","","60294"
"88","accept","tcp","smbd","1.64785408E9","88","","10.1.0.4","445","83.221.204.44","","57190"
"89","accept","tcp","smbd","1.64785408E9","89","","10.1.0.4","445","83.221.204.44","","57429"
"90","accept","tcp","smbd","1.64785408E9","90","","10.1.0.4","445","36.72.67.156","","49827"
"91","accept","tcp","smbd","1.64785421E9","91","","10.1.0.4","445","36.72.67.156","","49955"
"92","accept","tcp","smbd","1.64785421E9","92","","10.1.0.4","445","36.72.67.156","","49956"
"93","accept","tcp","smbd","1.64785421E9","93","","10.1.0.4","445","36.72.67.156","","49994"
"94","accept","tcp","smbd","1.64785421E9","94","","10.1.0.4","445","36.72.67.156","","49997"
"95","accept","tcp","smbd","1.64785421E9","95","","10.1.0.4","445","36.72.67.156","","50015"
"96","accept","tcp","smbd","1.64785446E9","96","","10.1.0.4","445","183.81.73.121","","62348"
"97","accept","tcp","smbd","1.64785446E9","97","","10.1.0.4","445","183.81.73.121","","62376"
"98","accept","tcp","smbd","1.64785446E9","98","","10.1.0.4","445","176.15.101.133","","57959"
"99","accept","tcp","smbd","1.64785446E9","99","","10.1.0.4","445","176.15.101.133","","57999"
"100","accept","tcp","smbd","1.64785459E9","100","","10.1.0.4","445","183.81.73.121","","59315"
"101","accept","tcp","smbd","1.64785459E9","101","","10.1.0.4","445","183.81.73.121","","59430"
"102","accept","tcp","smbd","1.64785459E9","102","","10.1.0.4","445","176.15.101.133","","51314"
"103","accept","tcp","smbd","1.64785459E9","103","","10.1.0.4","445","176.15.101.133","","52153"
"104","accept","tcp","smbd","1.6478551E9","104","","10.1.0.4","445","122.236.134.0","","57669"
"105","accept","tcp","smbd","1.6478551E9","105","","10.1.0.4","445","122.236.134.0","","57673"
"106","accept","tcp","smbd","1.6478551E9","106","","10.1.0.4","445","122.236.134.0","","57707"
"107","accept","tcp","smbd","1.64785523E9","107","","10.1.0.4","445","122.236.134.0","","58831"
"108","accept","tcp","smbd","1.64785523E9","108","","10.1.0.4","445","5.180.242.231","","50287"
"109","accept","tcp","smbd","1.64785523E9","109","","10.1.0.4","445","122.236.134.0","","59153"
"110","accept","tcp","smbd","1.64785523E9","110","","10.1.0.4","445","5.180.242.231","","57691"
"111","accept","tcp","smbd","1.64785523E9","111","","10.1.0.4","445","5.180.242.231","","57723"
"112","accept","tcp","smbd","1.64785536E9","112","","10.1.0.4","445","125.252.82.209","","56207"
"113","accept","tcp","smbd","1.64785536E9","113","","10.1.0.4","445","125.252.82.209","","56311"
"114","accept","tcp","smbd","1.64785536E9","114","","10.1.0.4","445","5.180.242.231","","51330"
"115","accept","tcp","smbd","1.64785536E9","115","","10.1.0.4","445","5.180.242.231","","51527"
"116","accept","tcp","smbd","1.64785587E9","116","","10.1.0.4","445","177.103.177.185","","51068"
"117","accept","tcp","smbd","1.647856E9","117","","10.1.0.4","445","177.103.177.185","","62641"
"118","accept","tcp","smbd","1.647856E9","118","","10.1.0.4","445","177.103.177.185","","62653"
"119","accept","tcp","smbd","1.64785613E9","119","","10.1.0.4","445","177.103.177.185","","59271"
"120","accept","tcp","smbd","1.64785613E9","120","","10.1.0.4","445","177.103.177.185","","59357"
"121","accept","tcp","httpd","1.64785638E9","121","","10.1.0.4","80","164.52.24.179","","59786"
"122","accept","tcp","httpd","1.64785638E9","122","","10.1.0.4","80","164.52.24.179","","36315"
"123","accept","tcp","httpd","1.64785638E9","123","","10.1.0.4","80","164.52.24.179","","57650"
"124","accept","tcp","httpd","1.64785638E9","124","","10.1.0.4","80","164.52.24.179","","34252"
"125","accept","tcp","httpd","1.64785638E9","125","","10.1.0.4","80","164.52.24.179","","57888"
"126","accept","tcp","smbd","1.64785677E9","126","","10.1.0.4","445","194.27.125.33","","32477"
"127","accept","tcp","smbd","1.6478569E9","127","","10.1.0.4","445","198.12.127.214","","63669"
"128","accept","tcp","smbd","1.6478569E9","128","","10.1.0.4","445","194.27.125.33","","40662"
"129","accept","tcp","smbd","1.6478569E9","129","","10.1.0.4","445","194.27.125.33","","59276"
"130","accept","tcp","smbd","1.64785702E9","130","","10.1.0.4","445","192.3.121.174","","59417"
"131","accept","tcp","smbd","1.64785715E9","131","","10.1.0.4","445","82.151.75.2","","59920"
"132","accept","tcp","smbd","1.64785715E9","132","","10.1.0.4","445","82.151.75.2","","59958"
"133","accept","tcp","smbd","1.64785715E9","133","","10.1.0.4","445","82.151.75.2","","60773"
"134","accept","tcp","smbd","1.64785715E9","134","","10.1.0.4","445","82.151.75.2","","60966"
"135","accept","tcp","smbd","1.64785754E9","135","","10.1.0.4","445","37.34.173.53","","56011"
"136","accept","tcp","smbd","1.64785754E9","136","","10.1.0.4","445","37.34.173.53","","56016"
"137","accept","tcp","smbd","1.64785754E9","137","","10.1.0.4","445","37.34.173.53","","56037"
"138","accept","tcp","smbd","1.64785754E9","138","","10.1.0.4","445","200.123.25.197","","26956"
"139","accept","tcp","smbd","1.64785754E9","139","","10.1.0.4","445","200.123.25.197","","61408"
"140","accept","tcp","smbd","1.64785754E9","140","","10.1.0.4","445","37.34.173.53","","56613"
"141","accept","tcp","httpd","1.64785766E9","141","","10.1.0.4","80","109.71.35.69","","40777"
"142","accept","tcp","smbd","1.64785766E9","142","","10.1.0.4","445","200.123.25.197","","32400"
"143","accept","tcp","smbd","1.64785766E9","143","","10.1.0.4","445","200.123.25.197","","24511"
"144","accept","tcp","smbd","1.64785843E9","144","","10.1.0.4","445","42.116.169.222","","61463"
"145","accept","tcp","smbd","1.64785856E9","145","","10.1.0.4","445","42.116.169.222","","59513"
"146","accept","tcp","smbd","1.64785856E9","146","","10.1.0.4","445","42.116.169.222","","32376"
"147","accept","tcp","smbd","1.64785869E9","147","","10.1.0.4","445","42.116.169.222","","20506"
"148","accept","tcp","smbd","1.64785869E9","148","","10.1.0.4","445","42.116.169.222","","8597"
"149","accept","tcp","httpd","1.64785933E9","149","","10.1.0.4","80","13.82.124.140","","54956"
"150","accept","tls","httpd","1.64785958E9","150","","10.1.0.4","443","138.197.158.214","","51316"
"151","accept","tcp","smbd","1.64785984E9","151","","10.1.0.4","445","117.239.249.185","","59558"
"152","accept","tcp","smbd","1.64785984E9","152","","10.1.0.4","445","117.239.249.185","","59562"
"153","accept","tcp","smbd","1.64785984E9","153","","10.1.0.4","445","117.239.249.185","","59568"
"154","accept","tcp","smbd","1.64785984E9","154","","10.1.0.4","445","117.239.249.185","","59604"
"155","accept","tls","httpd","1.64785984E9","155","","10.1.0.4","443","106.75.246.50","","56848"
"156","accept","tcp","smbd","1.64785984E9","156","","10.1.0.4","445","117.239.249.185","","60348"
"157","accept","tcp","smbd","1.64785984E9","157","","10.1.0.4","445","117.239.249.185","","60376"
"158","accept","tcp","smbd","1.64785997E9","158","","10.1.0.4","445","82.117.177.154","","9555"
"159","accept","tcp","smbd","1.64785997E9","159","","10.1.0.4","445","82.117.177.154","","9584"
"160","accept","tcp","httpd","1.64785997E9","160","","10.1.0.4","80","66.240.205.34","","45914"
"161","accept","tcp","smbd","1.6478601E9","161","","10.1.0.4","445","82.117.177.154","","37179"
"162","accept","tcp","smbd","1.6478601E9","162","","10.1.0.4","445","82.117.177.154","","37387"
"163","accept","tcp","smbd","1.64786086E9","163","","10.1.0.4","445","110.38.87.221","","50134"
"164","accept","tcp","smbd","1.64786086E9","164","","10.1.0.4","445","110.38.87.221","","50226"
"165","accept","tcp","httpd","1.64786099E9","165","","10.1.0.4","80","185.254.196.223","","45674"
"166","accept","tcp","httpd","1.64786099E9","166","","10.1.0.4","80","185.254.196.223","","47178"
"167","accept","tls","httpd","1.64786112E9","167","","10.1.0.4","443","138.197.158.214","","35154"
"168","accept","tcp","smbd","1.64786112E9","168","","10.1.0.4","445","117.242.169.151","","61437"
"169","accept","tcp","smbd","1.64786112E9","169","","10.1.0.4","445","117.242.169.151","","61401"
"170","accept","tcp","httpd","1.64786112E9","170","","10.1.0.4","80","41.44.144.84","","50174"
"171","accept","tcp","httpd","1.64786112E9","171","","10.1.0.4","80","41.44.144.84","","50197"
"172","accept","tcp","smbd","1.64786125E9","172","","10.1.0.4","445","117.242.169.151","","61643"
"173","accept","tcp","smbd","1.64786125E9","173","","10.1.0.4","445","177.74.128.91","","52041"
"174","accept","tcp","smbd","1.64786125E9","174","","10.1.0.4","445","177.74.128.91","","52045"
"175","accept","tcp","smbd","1.64786125E9","175","","10.1.0.4","445","117.242.169.151","","61028"
"176","accept","tcp","smbd","1.64786138E9","176","","10.1.0.4","445","177.74.128.91","","49160"
"177","accept","tcp","smbd","1.64786138E9","177","","10.1.0.4","445","177.74.128.91","","49281"
"178","accept","tcp","smbd","1.64786163E9","178","","10.1.0.4","445","197.34.96.56","","63667"
"179","accept","tcp","smbd","1.64786163E9","179","","10.1.0.4","445","197.34.96.56","","63686"
"180","accept","tcp","smbd","1.64786163E9","180","","10.1.0.4","445","197.34.96.56","","64105"
"181","accept","tcp","smbd","1.64786163E9","181","","10.1.0.4","445","197.34.96.56","","64193"
"182","accept","tcp","httpd","1.64786163E9","182","","10.1.0.4","80","51.13.74.148","","64122"
"183","accept","tcp","httpd","1.64786163E9","183","","10.1.0.4","80","51.13.74.148","","64224"
"184","accept","tls","httpd","1.64786176E9","184","","10.1.0.4","443","65.49.20.66","","55182"
"185","accept","tcp","smbd","1.64786202E9","185","","10.1.0.4","445","103.83.10.167","","19654"
"186","accept","tcp","smbd","1.64786214E9","186","","10.1.0.4","445","103.83.10.167","","57517"
"187","accept","tcp","smbd","1.64786214E9","187","","10.1.0.4","445","103.83.10.167","","61756"
"188","accept","tcp","smbd","1.64786227E9","188","","10.1.0.4","445","103.83.10.167","","53149"
"189","accept","tcp","smbd","1.64786227E9","189","","10.1.0.4","445","103.83.10.167","","53322"
"190","accept","tcp","smbd","1.64786253E9","190","","10.1.0.4","445","185.9.80.113","","63989"
"191","accept","tcp","smbd","1.64786253E9","191","","10.1.0.4","445","185.9.80.113","","63997"
"192","accept","tls","httpd","1.64786253E9","192","","10.1.0.4","443","65.49.20.66","","32900"
"193","accept","tcp","smbd","1.64786266E9","193","","10.1.0.4","445","185.9.80.113","","61324"
"194","accept","tcp","smbd","1.64786266E9","194","","10.1.0.4","445","185.9.80.113","","61523"
"195","accept","tcp","smbd","1.64786304E9","195","","10.1.0.4","445","103.18.122.36","","20632"
"196","accept","tcp","smbd","1.64786304E9","196","","10.1.0.4","445","103.18.122.36","","20640"
"197","accept","tcp","smbd","1.64786317E9","197","","10.1.0.4","445","103.18.122.36","","46207"
"198","accept","tcp","smbd","1.64786317E9","198","","10.1.0.4","445","103.18.122.36","","46600"
"199","accept","tcp","smbd","1.64786355E9","199","","10.1.0.4","445","176.58.124.134","","53400"
"200","accept","tcp","smbd","1.64786394E9","200","","10.1.0.4","445","46.173.104.186","","51515"
"201","accept","tcp","smbd","1.64786394E9","201","","10.1.0.4","445","46.173.104.186","","51530"
"202","accept","tcp","smbd","1.64786406E9","202","","10.1.0.4","445","46.173.104.186","","64803"
"203","accept","tcp","smbd","1.64786406E9","203","","10.1.0.4","445","46.173.104.186","","64888"
"204","accept","tcp","smbd","1.64786432E9","204","","10.1.0.4","445","150.129.143.52","","18570"
"205","accept","tcp","smbd","1.64786432E9","205","","10.1.0.4","445","177.67.4.131","","14539"
"206","accept","tcp","smbd","1.64786432E9","206","","10.1.0.4","445","177.67.4.131","","14619"
"207","accept","tcp","smbd","1.64786445E9","207","","10.1.0.4","445","187.33.235.50","","52809"
"208","accept","tcp","smbd","1.64786445E9","208","","10.1.0.4","445","187.33.235.50","","52828"
"209","accept","tcp","smbd","1.64786445E9","209","","10.1.0.4","445","150.129.143.52","","18430"
"210","accept","tcp","smbd","1.64786445E9","210","","10.1.0.4","445","150.129.143.52","","18436"
"211","accept","tcp","smbd","1.64786458E9","211","","10.1.0.4","445","187.33.235.50","","49227"
"212","accept","tcp","smbd","1.64786458E9","212","","10.1.0.4","445","187.33.235.50","","49313"
"213","accept","tcp","smbd","1.64786458E9","213","","10.1.0.4","445","150.129.143.52","","18467"
"214","accept","tcp","smbd","1.64786458E9","214","","10.1.0.4","445","150.129.143.52","","18520"
"215","accept","tls","httpd","1.64786458E9","215","","10.1.0.4","443","128.14.134.134","","44594"
"216","accept","tcp","smbd","1.64786496E9","216","","10.1.0.4","445","218.248.240.91","","2271"
"217","accept","tcp","smbd","1.64786496E9","217","","10.1.0.4","445","218.248.240.91","","2352"
"218","accept","tcp","smbd","1.64786496E9","218","","10.1.0.4","445","192.3.121.174","","59028"
"219","accept","tcp","httpd","1.64786509E9","219","","10.1.0.4","80","23.95.246.102","","44854"
"220","accept","tcp","smbd","1.64786547E9","220","","10.1.0.4","445","93.112.213.76","","59129"
"221","accept","tcp","smbd","1.64786547E9","221","","10.1.0.4","445","93.112.213.76","","59275"
"222","accept","tcp","smbd","1.64786547E9","222","","10.1.0.4","445","93.112.213.76","","59374"
"223","accept","tcp","smbd","1.64786547E9","223","","10.1.0.4","445","93.112.213.76","","59465"
"224","accept","tcp","smbd","1.64786547E9","224","","10.1.0.4","445","93.112.213.76","","59522"
"225","accept","tcp","smbd","1.64786547E9","225","","10.1.0.4","445","93.112.213.76","","59647"
"226","accept","tcp","smbd","1.64786547E9","226","","10.1.0.4","445","93.112.213.76","","59734"
"227","accept","tcp","smbd","1.64786547E9","227","","10.1.0.4","445","93.112.213.76","","59791"
"228","accept","tcp","smbd","1.64786547E9","228","","10.1.0.4","445","93.112.213.76","","59891"
"229","accept","tcp","smbd","1.64786547E9","229","","10.1.0.4","445","93.112.213.76","","59988"
"230","accept","tcp","smbd","1.64786547E9","230","","10.1.0.4","445","93.112.213.76","","60045"
"231","accept","tcp","smbd","1.64786547E9","231","","10.1.0.4","445","93.112.213.76","","60144"
"232","accept","tcp","smbd","1.64786547E9","232","","10.1.0.4","445","93.112.213.76","","60242"
"233","accept","tcp","smbd","1.64786547E9","233","","10.1.0.4","445","93.112.213.76","","60316"
"234","accept","tcp","smbd","1.64786547E9","234","","10.1.0.4","445","93.112.213.76","","60396"
"235","accept","tcp","smbd","1.64786547E9","235","","10.1.0.4","445","93.112.213.76","","60494"
"236","accept","tcp","smbd","1.64786547E9","236","","10.1.0.4","445","93.112.213.76","","60563"
"237","accept","tcp","smbd","1.64786547E9","237","","10.1.0.4","445","93.112.213.76","","60647"
"238","accept","tcp","smbd","1.64786547E9","238","","10.1.0.4","445","93.112.213.76","","60733"
"239","accept","tcp","smbd","1.64786547E9","239","","10.1.0.4","445","93.112.213.76","","60801"
"240","accept","tcp","smbd","1.64786547E9","240","","10.1.0.4","445","93.112.213.76","","60878"
"241","accept","tcp","smbd","1.64786547E9","241","","10.1.0.4","445","93.112.213.76","","60970"
"242","accept","tcp","smbd","1.64786547E9","242","","10.1.0.4","445","93.112.213.76","","40950"
"243","accept","tcp","smbd","1.64786547E9","243","","10.1.0.4","445","93.112.213.76","","61123"
"244","accept","tcp","smbd","1.64786547E9","244","","10.1.0.4","445","93.112.213.76","","61217"
"245","accept","tcp","smbd","1.64786547E9","245","","10.1.0.4","445","93.112.213.76","","61304"
"246","accept","tcp","smbd","1.64786547E9","246","","10.1.0.4","445","93.112.213.76","","40959"
"247","accept","tcp","smbd","1.64786547E9","247","","10.1.0.4","445","93.112.213.76","","61454"
"248","accept","tcp","smbd","1.6478656E9","248","","10.1.0.4","445","93.112.213.76","","61527"
"249","accept","tcp","smbd","1.6478656E9","249","","10.1.0.4","445","93.112.213.76","","61599"
"250","accept","tcp","smbd","1.6478656E9","250","","10.1.0.4","445","93.112.213.76","","61692"
"251","accept","tcp","smbd","1.6478656E9","251","","10.1.0.4","445","93.112.213.76","","61774"
"252","accept","tcp","smbd","1.6478656E9","252","","10.1.0.4","445","93.112.213.76","","61846"
"253","accept","tcp","smbd","1.6478656E9","253","","10.1.0.4","445","93.112.213.76","","61941"
"254","accept","tcp","smbd","1.6478656E9","254","","10.1.0.4","445","93.112.213.76","","62023"
"255","accept","tcp","smbd","1.6478656E9","255","","10.1.0.4","445","93.112.213.76","","62083"
"256","accept","tcp","smbd","1.6478656E9","256","","10.1.0.4","445","93.112.213.76","","62174"
"257","accept","tcp","smbd","1.6478656E9","257","","10.1.0.4","445","93.112.213.76","","62259"
"258","accept","tcp","smbd","1.6478656E9","258","","10.1.0.4","445","93.112.213.76","","62320"
"259","accept","tcp","smbd","1.6478656E9","259","","10.1.0.4","445","93.112.213.76","","62411"
"260","accept","tcp","smbd","1.6478656E9","260","","10.1.0.4","445","93.112.213.76","","62490"
"261","accept","tcp","smbd","1.6478656E9","261","","10.1.0.4","445","93.112.213.76","","62565"
"262","accept","tcp","smbd","1.6478656E9","262","","10.1.0.4","445","93.112.213.76","","62652"
"263","accept","tcp","smbd","1.6478656E9","263","","10.1.0.4","445","93.112.213.76","","62733"
"264","accept","tcp","smbd","1.6478656E9","264","","10.1.0.4","445","93.112.213.76","","62811"
"265","accept","tcp","smbd","1.6478656E9","265","","10.1.0.4","445","93.112.213.76","","62908"
"266","accept","tcp","smbd","1.6478656E9","266","","10.1.0.4","445","93.112.213.76","","62999"
"267","accept","tcp","smbd","1.6478656E9","267","","10.1.0.4","445","93.112.213.76","","41063"
"268","accept","tcp","smbd","1.6478656E9","268","","10.1.0.4","445","93.112.213.76","","63151"
"269","accept","tcp","smbd","1.6478656E9","269","","10.1.0.4","445","93.112.213.76","","63249"
"270","accept","tcp","smbd","1.6478656E9","270","","10.1.0.4","445","93.112.213.76","","63324"
"271","accept","tcp","smbd","1.6478656E9","271","","10.1.0.4","445","93.112.213.76","","63415"
"272","accept","tcp","smbd","1.6478656E9","272","","10.1.0.4","445","93.112.213.76","","63503"
"273","accept","tcp","smbd","1.6478656E9","273","","10.1.0.4","445","93.112.213.76","","63569"
"274","accept","tcp","smbd","1.6478656E9","274","","10.1.0.4","445","93.112.213.76","","63659"
"275","accept","tcp","smbd","1.6478656E9","275","","10.1.0.4","445","93.112.213.76","","63741"
"276","accept","tcp","smbd","1.6478656E9","276","","10.1.0.4","445","93.112.213.76","","63800"
"277","accept","tcp","smbd","1.6478656E9","277","","10.1.0.4","445","93.112.213.76","","63894"
"278","accept","tcp","smbd","1.6478656E9","278","","10.1.0.4","445","93.112.213.76","","63976"
"279","accept","tcp","smbd","1.6478656E9","279","","10.1.0.4","445","93.112.213.76","","64034"
"280","accept","tcp","smbd","1.6478656E9","280","","10.1.0.4","445","93.112.213.76","","64124"
"281","accept","tcp","smbd","1.6478656E9","281","","10.1.0.4","445","93.112.213.76","","64205"
"282","accept","tcp","smbd","1.6478656E9","282","","10.1.0.4","445","93.112.213.76","","64267"
"283","accept","tcp","smbd","1.6478656E9","283","","10.1.0.4","445","93.112.213.76","","64354"
"284","accept","tcp","smbd","1.6478656E9","284","","10.1.0.4","445","93.112.213.76","","64433"
"285","accept","tcp","smbd","1.6478656E9","285","","10.1.0.4","445","93.112.213.76","","64500"
"286","accept","tcp","smbd","1.6478656E9","286","","10.1.0.4","445","93.112.213.76","","64584"
"287","accept","tcp","smbd","1.6478656E9","287","","10.1.0.4","445","93.112.213.76","","64669"
"288","accept","tcp","smbd","1.6478656E9","288","","10.1.0.4","445","93.112.213.76","","64732"
"289","accept","tcp","smbd","1.6478656E9","289","","10.1.0.4","445","93.112.213.76","","64820"
"290","accept","tcp","smbd","1.6478656E9","290","","10.1.0.4","445","93.112.213.76","","64911"
