"connection","connection_type","connection_transport","connection_protocol","connection_timestamp","connection_root","connection_parent","local_host","local_port","remote_host","remote_hostname","remote_port"
"5264","accept","tcp","smbd","1.64796186E9","5264","","10.1.0.4","445","201.191.5.225","","64860"
"5265","accept","tcp","smbd","1.64796186E9","5265","","10.1.0.4","445","201.191.5.225","","64910"
"5266","accept","tcp","smbd","1.64796186E9","5266","","10.1.0.4","445","201.191.5.225","","64944"
"5267","accept","tcp","smbd","1.64796186E9","5267","","10.1.0.4","445","201.191.5.225","","25161"
"5268","accept","tcp","smbd","1.64796186E9","5268","","10.1.0.4","445","201.191.5.225","","25179"
"5269","accept","tcp","smbd","1.64796186E9","5269","","10.1.0.4","445","201.191.5.225","","65078"
"5270","accept","tcp","smbd","1.64796186E9","5270","","10.1.0.4","445","201.191.5.225","","12289"
"5271","accept","tcp","smbd","1.64796186E9","5271","","10.1.0.4","445","201.191.5.225","","35097"
"5272","accept","tcp","smbd","1.64796186E9","5272","","10.1.0.4","445","201.191.5.225","","25281"
"5273","accept","tcp","smbd","1.64796186E9","5273","","10.1.0.4","445","201.191.5.225","","55359"
"5274","accept","tcp","smbd","1.64796186E9","5274","","10.1.0.4","445","201.191.5.225","","65306"
"5275","accept","tcp","smbd","1.64796186E9","5275","","10.1.0.4","445","201.191.5.225","","25351"
"5276","accept","tcp","smbd","1.64796186E9","5276","","10.1.0.4","445","201.191.5.225","","65398"
"5277","accept","tcp","smbd","1.64796186E9","5277","","10.1.0.4","445","201.191.5.225","","65436"
"5278","accept","tcp","smbd","1.64796186E9","5278","","10.1.0.4","445","201.191.5.225","","65492"
"5279","accept","tcp","smbd","1.64796186E9","5279","","10.1.0.4","445","201.191.5.225","","25493"
"5280","accept","tcp","smbd","1.64796186E9","5280","","10.1.0.4","445","201.191.5.225","","25509"
"5281","accept","tcp","smbd","1.64796186E9","5281","","10.1.0.4","445","201.191.5.225","","25531"
"5282","accept","tcp","smbd","1.64796186E9","5282","","10.1.0.4","445","201.191.5.225","","49280"
"5283","accept","tcp","smbd","1.64796186E9","5283","","10.1.0.4","445","201.191.5.225","","25607"
"5284","accept","tcp","smbd","1.64796186E9","5284","","10.1.0.4","445","201.191.5.225","","25631"
"5285","accept","tcp","smbd","1.64796186E9","5285","","10.1.0.4","445","201.191.5.225","","25653"
"5286","accept","tcp","smbd","1.64796186E9","5286","","10.1.0.4","445","201.191.5.225","","49460"
"5287","accept","tcp","smbd","1.64796186E9","5287","","10.1.0.4","445","201.191.5.225","","49500"
"5288","accept","tcp","smbd","1.64796186E9","5288","","10.1.0.4","445","201.191.5.225","","25649"
"5289","accept","tcp","smbd","1.64796186E9","5289","","10.1.0.4","445","201.191.5.225","","25745"
"5290","accept","tcp","smbd","1.64796186E9","5290","","10.1.0.4","445","201.191.5.225","","49636"
"5291","accept","tcp","smbd","1.64796186E9","5291","","10.1.0.4","445","201.191.5.225","","49690"
"5292","accept","tcp","smbd","1.64796186E9","5292","","10.1.0.4","445","201.191.5.225","","49724"
"5293","accept","tcp","smbd","1.64796186E9","5293","","10.1.0.4","445","201.191.5.225","","24909"
"5294","accept","tcp","smbd","1.64796186E9","5294","","10.1.0.4","445","201.191.5.225","","44427"
"5295","accept","tcp","smbd","1.64796186E9","5295","","10.1.0.4","445","201.191.5.225","","49858"
"5296","accept","tcp","smbd","1.64796186E9","5296","","10.1.0.4","445","201.191.5.225","","25923"
"5297","accept","tcp","smbd","1.64796186E9","5297","","10.1.0.4","445","201.191.5.225","","49944"
"5298","accept","tcp","smbd","1.64796186E9","5298","","10.1.0.4","445","201.191.5.225","","25977"
"5299","accept","tcp","smbd","1.64796186E9","5299","","10.1.0.4","445","201.191.5.225","","50034"
"5300","accept","tcp","smbd","1.64796186E9","5300","","10.1.0.4","445","201.191.5.225","","50080"
"5301","accept","tcp","smbd","1.64796186E9","5301","","10.1.0.4","445","201.191.5.225","","50138"
"5302","accept","tcp","smbd","1.64796186E9","5302","","10.1.0.4","445","201.191.5.225","","19817"
"5303","accept","tcp","smbd","1.64796186E9","5303","","10.1.0.4","445","201.191.5.225","","26127"
"5304","accept","tcp","smbd","1.64796186E9","5304","","10.1.0.4","445","201.191.5.225","","26155"
"5305","accept","tcp","smbd","1.64796186E9","5305","","10.1.0.4","445","201.191.5.225","","26191"
"5306","accept","tcp","smbd","1.64796186E9","5306","","10.1.0.4","445","201.191.5.225","","26227"
"5307","accept","tcp","smbd","1.64796186E9","5307","","10.1.0.4","445","201.191.5.225","","26249"
"5308","accept","tcp","smbd","1.64796186E9","5308","","10.1.0.4","445","201.191.5.225","","28283"
"5309","accept","tcp","smbd","1.64796186E9","5309","","10.1.0.4","445","201.191.5.225","","50498"
"5310","accept","tcp","smbd","1.64796186E9","5310","","10.1.0.4","445","201.191.5.225","","50548"
"5311","accept","tcp","smbd","1.64796186E9","5311","","10.1.0.4","445","201.191.5.225","","37481"
"5312","accept","tcp","smbd","1.64796186E9","5312","","10.1.0.4","445","201.191.5.225","","50634"
"5313","accept","tcp","smbd","1.64796186E9","5313","","10.1.0.4","445","201.191.5.225","","23343"
"5314","accept","tcp","smbd","1.64796186E9","5314","","10.1.0.4","445","201.191.5.225","","50724"
"5315","accept","tcp","smbd","1.64796186E9","5315","","10.1.0.4","445","201.191.5.225","","26465"
"5316","accept","tcp","smbd","1.64796186E9","5316","","10.1.0.4","445","201.191.5.225","","26481"
"5317","accept","tcp","smbd","1.64796186E9","5317","","10.1.0.4","445","201.191.5.225","","26505"
"5318","accept","tcp","smbd","1.64796186E9","5318","","10.1.0.4","445","201.191.5.225","","26549"
"5319","accept","tcp","smbd","1.64796186E9","5319","","10.1.0.4","445","201.191.5.225","","22025"
"5320","accept","tcp","smbd","1.64796186E9","5320","","10.1.0.4","445","201.191.5.225","","35745"
"5321","accept","tcp","smbd","1.64796186E9","5321","","10.1.0.4","445","201.191.5.225","","51060"
"5322","accept","tcp","smbd","1.64796186E9","5322","","10.1.0.4","445","201.191.5.225","","51110"
"5323","accept","tcp","smbd","1.64796186E9","5323","","10.1.0.4","445","201.191.5.225","","26683"
"5324","accept","tcp","smbd","1.64796186E9","5324","","10.1.0.4","445","201.191.5.225","","26695"
"5325","accept","tcp","smbd","1.64796186E9","5325","","10.1.0.4","445","201.191.5.225","","63433"
"5326","accept","tcp","smbd","1.64796186E9","5326","","10.1.0.4","445","201.191.5.225","","51282"
"5327","accept","tcp","smbd","1.64796186E9","5327","","10.1.0.4","445","201.191.5.225","","51328"
"5328","accept","tcp","smbd","1.64796186E9","5328","","10.1.0.4","445","201.191.5.225","","31553"
"5329","accept","tcp","smbd","1.64796186E9","5329","","10.1.0.4","445","201.191.5.225","","45759"
"5330","accept","tcp","smbd","1.64796186E9","5330","","10.1.0.4","445","201.191.5.225","","51460"
"5331","accept","tcp","smbd","1.64796186E9","5331","","10.1.0.4","445","201.191.5.225","","59787"
"5332","accept","tcp","smbd","1.64796186E9","5332","","10.1.0.4","445","201.191.5.225","","3293"
"5333","accept","tcp","smbd","1.64796186E9","5333","","10.1.0.4","445","201.191.5.225","","26892"
"5334","accept","tcp","smbd","1.64796186E9","5334","","10.1.0.4","445","201.191.5.225","","26921"
"5335","accept","tcp","smbd","1.64796186E9","5335","","10.1.0.4","445","201.191.5.225","","16259"
"5336","accept","tcp","smbd","1.64796186E9","5336","","10.1.0.4","445","201.191.5.225","","26965"
"5337","accept","tcp","smbd","1.64796186E9","5337","","10.1.0.4","445","201.191.5.225","","51774"
"5338","accept","tcp","smbd","1.64796186E9","5338","","10.1.0.4","445","201.191.5.225","","25743"
"5339","accept","tcp","smbd","1.64796186E9","5339","","10.1.0.4","445","201.191.5.225","","51858"
"5340","accept","tcp","smbd","1.64796186E9","5340","","10.1.0.4","445","201.191.5.225","","51904"
"5341","accept","tcp","smbd","1.64796186E9","5341","","10.1.0.4","445","201.191.5.225","","31759"
"5342","accept","tcp","smbd","1.64796186E9","5342","","10.1.0.4","445","201.191.5.225","","27095"
"5343","accept","tcp","smbd","1.64796186E9","5343","","10.1.0.4","445","201.191.5.225","","13621"
"5344","accept","tcp","smbd","1.64796186E9","5344","","10.1.0.4","445","201.191.5.225","","44723"
"5345","accept","tcp","smbd","1.64796186E9","5345","","10.1.0.4","445","201.191.5.225","","54641"
"5346","accept","tcp","smbd","1.64796186E9","5346","","10.1.0.4","445","201.191.5.225","","52178"
"5347","accept","tcp","smbd","1.64796186E9","5347","","10.1.0.4","445","201.191.5.225","","27229"
"5348","accept","tcp","smbd","1.64796186E9","5348","","10.1.0.4","445","201.191.5.225","","4251"
"5349","accept","tcp","smbd","1.64796186E9","5349","","10.1.0.4","445","201.191.5.225","","27281"
"5350","accept","tcp","smbd","1.64796186E9","5350","","10.1.0.4","445","201.191.5.225","","47703"
"5351","accept","tcp","smbd","1.64796186E9","5351","","10.1.0.4","445","201.191.5.225","","52396"
"5352","accept","tcp","smbd","1.64796186E9","5352","","10.1.0.4","445","201.191.5.225","","27381"
"5353","accept","tcp","smbd","1.64796186E9","5353","","10.1.0.4","445","201.191.5.225","","27407"
"5354","accept","tcp","smbd","1.64796186E9","5354","","10.1.0.4","445","201.191.5.225","","32585"
"5355","accept","tcp","smbd","1.64796186E9","5355","","10.1.0.4","445","201.191.5.225","","48969"
"5356","accept","tcp","smbd","1.64796186E9","5356","","10.1.0.4","445","201.191.5.225","","52620"
"5357","accept","tcp","smbd","1.64796186E9","5357","","10.1.0.4","445","201.191.5.225","","52660"
"5358","accept","tcp","smbd","1.64796186E9","5358","","10.1.0.4","445","201.191.5.225","","52998"
"5359","accept","tcp","smbd","1.64796186E9","5359","","10.1.0.4","445","201.191.5.225","","10407"
"5360","accept","tcp","smbd","1.64796186E9","5360","","10.1.0.4","445","201.191.5.225","","52801"
"5361","accept","tcp","smbd","1.64796186E9","5361","","10.1.0.4","445","201.191.5.225","","27561"
"5362","accept","tcp","smbd","1.64796186E9","5362","","10.1.0.4","445","201.191.5.225","","18725"
"5363","accept","tcp","smbd","1.64796186E9","5363","","10.1.0.4","445","201.191.5.225","","52934"
"5364","accept","tcp","smbd","1.64796186E9","5364","","10.1.0.4","445","201.191.5.225","","52984"
"5365","accept","tcp","smbd","1.64796186E9","5365","","10.1.0.4","445","201.191.5.225","","27657"
"5366","accept","tcp","smbd","1.64796186E9","5366","","10.1.0.4","445","201.191.5.225","","53074"
"5367","accept","tcp","smbd","1.64796186E9","5367","","10.1.0.4","445","201.191.5.225","","53124"
"5368","accept","tcp","smbd","1.64796186E9","5368","","10.1.0.4","445","201.191.5.225","","27737"
"5369","accept","tcp","smbd","1.64796186E9","5369","","10.1.0.4","445","201.191.5.225","","53214"
"5370","accept","tcp","smbd","1.64796186E9","5370","","10.1.0.4","445","201.191.5.225","","12175"
"5371","accept","tcp","smbd","1.64796186E9","5371","","10.1.0.4","445","201.191.5.225","","27815"
"5372","accept","tcp","smbd","1.64796186E9","5372","","10.1.0.4","445","201.191.5.225","","60527"
"5373","accept","tcp","smbd","1.64796186E9","5373","","10.1.0.4","445","201.191.5.225","","53400"
"5374","accept","tcp","smbd","1.64796186E9","5374","","10.1.0.4","445","201.191.5.225","","27893"
"5375","accept","tcp","smbd","1.64796186E9","5375","","10.1.0.4","445","201.191.5.225","","53496"
"5376","accept","tcp","smbd","1.64796186E9","5376","","10.1.0.4","445","201.191.5.225","","53542"
"5377","accept","tcp","smbd","1.64796186E9","5377","","10.1.0.4","445","201.191.5.225","","47047"
"5378","accept","tcp","smbd","1.64796186E9","5378","","10.1.0.4","445","201.191.5.225","","53636"
"5379","accept","tcp","smbd","1.64796186E9","5379","","10.1.0.4","445","201.191.5.225","","28031"
"5380","accept","tcp","smbd","1.64796186E9","5380","","10.1.0.4","445","201.191.5.225","","59379"
"5381","accept","tcp","smbd","1.64796186E9","5381","","10.1.0.4","445","201.191.5.225","","14309"
"5382","accept","tcp","smbd","1.64796186E9","5382","","10.1.0.4","445","201.191.5.225","","59439"
"5383","accept","tcp","smbd","1.64796186E9","5383","","10.1.0.4","445","201.191.5.225","","28143"
"5384","accept","tcp","smbd","1.64796186E9","5384","","10.1.0.4","445","201.191.5.225","","53908"
"5385","accept","tcp","smbd","1.64796186E9","5385","","10.1.0.4","445","201.191.5.225","","53960"
"5386","accept","tcp","smbd","1.64796186E9","5386","","10.1.0.4","445","201.191.5.225","","54008"
"5387","accept","tcp","smbd","1.64796186E9","5387","","10.1.0.4","445","201.191.5.225","","28453"
"5388","accept","tcp","smbd","1.64796186E9","5388","","10.1.0.4","445","201.191.5.225","","54112"
"5389","accept","tcp","smbd","1.64796186E9","5389","","10.1.0.4","445","201.191.5.225","","54162"
"5390","accept","tcp","smbd","1.64796186E9","5390","","10.1.0.4","445","201.191.5.225","","41187"
"5391","accept","tcp","smbd","1.64796186E9","5391","","10.1.0.4","445","201.191.5.225","","5927"
"5392","accept","tcp","smbd","1.64796186E9","5392","","10.1.0.4","445","201.191.5.225","","54294"
"5393","accept","tcp","smbd","1.64796186E9","5393","","10.1.0.4","445","201.191.5.225","","26825"
"5394","accept","tcp","smbd","1.64796186E9","5394","","10.1.0.4","445","201.191.5.225","","39655"
"5395","accept","tcp","smbd","1.64796186E9","5395","","10.1.0.4","445","201.191.5.225","","28475"
"5396","accept","tcp","smbd","1.64796186E9","5396","","10.1.0.4","445","201.191.5.225","","28513"
"5397","accept","tcp","smbd","1.64796186E9","5397","","10.1.0.4","445","201.191.5.225","","54542"
"5398","accept","tcp","smbd","1.64796186E9","5398","","10.1.0.4","445","201.191.5.225","","54576"
"5399","accept","tcp","smbd","1.64796186E9","5399","","10.1.0.4","445","201.191.5.225","","19023"
"5400","accept","tcp","smbd","1.64796186E9","5400","","10.1.0.4","445","201.191.5.225","","54684"
"5401","accept","tcp","smbd","1.64796186E9","5401","","10.1.0.4","445","201.191.5.225","","28633"
"5402","accept","tcp","smbd","1.64796186E9","5402","","10.1.0.4","445","201.191.5.225","","28663"
"5403","accept","tcp","smbd","1.64796186E9","5403","","10.1.0.4","445","201.191.5.225","","28703"
"5404","accept","tcp","smbd","1.64796186E9","5404","","10.1.0.4","445","201.191.5.225","","54866"
"5405","accept","tcp","smbd","1.64796186E9","5405","","10.1.0.4","445","201.191.5.225","","28767"
"5406","accept","tcp","smbd","1.64796186E9","5406","","10.1.0.4","445","201.191.5.225","","54956"
"5407","accept","tcp","smbd","1.64796186E9","5407","","10.1.0.4","445","201.191.5.225","","55002"
"5408","accept","tcp","smbd","1.64796186E9","5408","","10.1.0.4","445","201.191.5.225","","28871"
"5409","accept","tcp","smbd","1.64796186E9","5409","","10.1.0.4","445","201.191.5.225","","55098"
"5410","accept","tcp","smbd","1.64796186E9","5410","","10.1.0.4","445","201.191.5.225","","33981"
"5411","accept","tcp","smbd","1.64796186E9","5411","","10.1.0.4","445","201.191.5.225","","28946"
"5412","accept","tcp","smbd","1.64796186E9","5412","","10.1.0.4","445","201.191.5.225","","55238"
"5413","accept","tcp","smbd","1.64796186E9","5413","","10.1.0.4","445","201.191.5.225","","53066"
"5414","accept","tcp","smbd","1.64796186E9","5414","","10.1.0.4","445","201.191.5.225","","53122"
"5415","accept","tcp","smbd","1.64796186E9","5415","","10.1.0.4","445","201.191.5.225","","53176"
"5416","accept","tcp","smbd","1.64796186E9","5416","","10.1.0.4","445","201.191.5.225","","53228"
"5417","accept","tcp","smbd","1.64796186E9","5417","","10.1.0.4","445","201.191.5.225","","39463"
"5418","accept","tcp","smbd","1.64796186E9","5418","","10.1.0.4","445","201.191.5.225","","29081"
"5419","accept","tcp","smbd","1.64796186E9","5419","","10.1.0.4","445","201.191.5.225","","54907"
"5420","accept","tcp","smbd","1.64796186E9","5420","","10.1.0.4","445","201.191.5.225","","53470"
"5421","accept","tcp","smbd","1.64796186E9","5421","","10.1.0.4","445","201.191.5.225","","15403"
"5422","accept","tcp","smbd","1.64796186E9","5422","","10.1.0.4","445","201.191.5.225","","29165"
"5423","accept","tcp","smbd","1.64796186E9","5423","","10.1.0.4","445","201.191.5.225","","29187"
"5424","accept","tcp","smbd","1.64796186E9","5424","","10.1.0.4","445","201.191.5.225","","53656"
"5425","accept","tcp","smbd","1.64796186E9","5425","","10.1.0.4","445","201.191.5.225","","29241"
"5426","accept","tcp","smbd","1.64796186E9","5426","","10.1.0.4","445","201.191.5.225","","17439"
"5427","accept","tcp","smbd","1.64796186E9","5427","","10.1.0.4","445","201.191.5.225","","53806"
"5428","accept","tcp","smbd","1.64796186E9","5428","","10.1.0.4","445","201.191.5.225","","29315"
"5429","accept","tcp","smbd","1.64796186E9","5429","","10.1.0.4","445","201.191.5.225","","29809"
"5430","accept","tcp","smbd","1.64796186E9","5430","","10.1.0.4","445","201.191.5.225","","53942"
"5431","accept","tcp","smbd","1.64796186E9","5431","","10.1.0.4","445","201.191.5.225","","53990"
"5432","accept","tcp","smbd","1.64796186E9","5432","","10.1.0.4","445","201.191.5.225","","54044"
"5433","accept","tcp","smbd","1.64796186E9","5433","","10.1.0.4","445","201.191.5.225","","60871"
"5434","accept","tcp","smbd","1.64796186E9","5434","","10.1.0.4","445","201.191.5.225","","54144"
"5435","accept","tcp","smbd","1.64796186E9","5435","","10.1.0.4","445","201.191.5.225","","29445"
"5436","accept","tcp","smbd","1.64796186E9","5436","","10.1.0.4","445","201.191.5.225","","5617"
"5437","accept","tcp","smbd","1.64796186E9","5437","","10.1.0.4","445","201.191.5.225","","29483"
"5438","accept","tcp","smbd","1.64796186E9","5438","","10.1.0.4","445","201.191.5.225","","28455"
"5439","accept","tcp","smbd","1.64796186E9","5439","","10.1.0.4","445","201.191.5.225","","54440"
"5440","accept","tcp","smbd","1.64796186E9","5440","","10.1.0.4","445","201.191.5.225","","54488"
"5441","accept","tcp","smbd","1.64796186E9","5441","","10.1.0.4","445","201.191.5.225","","29555"
"5442","accept","tcp","smbd","1.64796186E9","5442","","10.1.0.4","445","201.191.5.225","","54578"
"5443","accept","tcp","smbd","1.64796186E9","5443","","10.1.0.4","445","201.191.5.225","","6226"
"5444","accept","tcp","smbd","1.64796186E9","5444","","10.1.0.4","445","201.191.5.225","","16031"
"5445","accept","tcp","smbd","1.64796186E9","5445","","10.1.0.4","445","201.191.5.225","","29641"
"5446","accept","tcp","smbd","1.64796186E9","5446","","10.1.0.4","445","201.191.5.225","","54754"
"5447","accept","tcp","smbd","1.64796186E9","5447","","10.1.0.4","445","201.191.5.225","","54802"
"5448","accept","tcp","smbd","1.64796186E9","5448","","10.1.0.4","445","201.191.5.225","","29725"
"5449","accept","tcp","smbd","1.64796186E9","5449","","10.1.0.4","445","201.191.5.225","","54890"
"5450","accept","tcp","smbd","1.64796186E9","5450","","10.1.0.4","445","201.191.5.225","","58077"
"5451","accept","tcp","smbd","1.64796186E9","5451","","10.1.0.4","445","201.191.5.225","","54988"
"5452","accept","tcp","smbd","1.64796186E9","5452","","10.1.0.4","445","201.191.5.225","","55050"
"5453","accept","tcp","smbd","1.64796186E9","5453","","10.1.0.4","445","201.191.5.225","","11141"
"5454","accept","tcp","smbd","1.64796186E9","5454","","10.1.0.4","445","201.191.5.225","","55152"
"5455","accept","tcp","smbd","1.64796186E9","5455","","10.1.0.4","445","201.191.5.225","","55196"
"5456","accept","tcp","smbd","1.64796186E9","5456","","10.1.0.4","445","201.191.5.225","","23940"
"5457","accept","tcp","smbd","1.64796186E9","5457","","10.1.0.4","445","201.191.5.225","","55326"
"5458","accept","tcp","smbd","1.64796186E9","5458","","10.1.0.4","445","201.191.5.225","","55368"
"5459","accept","tcp","smbd","1.64796186E9","5459","","10.1.0.4","445","201.191.5.225","","55412"
"5460","accept","tcp","smbd","1.64796186E9","5460","","10.1.0.4","445","201.191.5.225","","55456"
"5461","accept","tcp","smbd","1.64796186E9","5461","","10.1.0.4","445","201.191.5.225","","55504"
"5462","accept","tcp","smbd","1.64796186E9","5462","","10.1.0.4","445","201.191.5.225","","30107"
"5463","accept","tcp","smbd","1.64796186E9","5463","","10.1.0.4","445","201.191.5.225","","55588"
"5464","accept","tcp","smbd","1.64796186E9","5464","","10.1.0.4","445","201.191.5.225","","30159"
"5465","accept","tcp","smbd","1.64796186E9","5465","","10.1.0.4","445","201.191.5.225","","55678"
"5466","accept","tcp","smbd","1.64796186E9","5466","","10.1.0.4","445","201.191.5.225","","40493"
"5467","accept","tcp","smbd","1.64796186E9","5467","","10.1.0.4","445","201.191.5.225","","55780"
"5468","accept","tcp","smbd","1.64796186E9","5468","","10.1.0.4","445","201.191.5.225","","15672"
"5469","accept","tcp","smbd","1.64796186E9","5469","","10.1.0.4","445","201.191.5.225","","6115"
"5470","accept","tcp","smbd","1.64796186E9","5470","","10.1.0.4","445","201.191.5.225","","55914"
"5471","accept","tcp","smbd","1.64796186E9","5471","","10.1.0.4","445","201.191.5.225","","55960"
"5472","accept","tcp","smbd","1.64796186E9","5472","","10.1.0.4","445","201.191.5.225","","30403"
"5473","accept","tcp","smbd","1.64796186E9","5473","","10.1.0.4","445","201.191.5.225","","56053"
"5474","accept","tcp","smbd","1.64796186E9","5474","","10.1.0.4","445","201.191.5.225","","56098"
"5475","accept","tcp","smbd","1.64796186E9","5475","","10.1.0.4","445","201.191.5.225","","56144"
"5476","accept","tcp","smbd","1.64796186E9","5476","","10.1.0.4","445","201.191.5.225","","56186"
"5477","accept","tcp","smbd","1.64796186E9","5477","","10.1.0.4","445","201.191.5.225","","56228"
"5478","accept","tcp","smbd","1.64796186E9","5478","","10.1.0.4","445","201.191.5.225","","56278"
"5479","accept","tcp","smbd","1.64796186E9","5479","","10.1.0.4","445","201.191.5.225","","30571"
"5480","accept","tcp","smbd","1.64796186E9","5480","","10.1.0.4","445","201.191.5.225","","56362"
"5481","accept","tcp","smbd","1.64796186E9","5481","","10.1.0.4","445","201.191.5.225","","56404"
"5482","accept","tcp","smbd","1.64796186E9","5482","","10.1.0.4","445","201.191.5.225","","30643"
"5483","accept","tcp","smbd","1.64796186E9","5483","","10.1.0.4","445","201.191.5.225","","47963"
"5484","accept","tcp","smbd","1.64796186E9","5484","","10.1.0.4","445","201.191.5.225","","30699"
"5485","accept","tcp","smbd","1.64796186E9","5485","","10.1.0.4","445","201.191.5.225","","56584"
"5486","accept","tcp","smbd","1.64796186E9","5486","","10.1.0.4","445","201.191.5.225","","30735"
"5487","accept","tcp","smbd","1.64796186E9","5487","","10.1.0.4","445","201.191.5.225","","56668"
"5488","accept","tcp","smbd","1.64796186E9","5488","","10.1.0.4","445","201.191.5.225","","56718"
"5489","accept","tcp","smbd","1.64796186E9","5489","","10.1.0.4","445","201.191.5.225","","47977"
"5490","accept","tcp","smbd","1.64796186E9","5490","","10.1.0.4","445","201.191.5.225","","56814"
"5491","accept","tcp","smbd","1.64796186E9","5491","","10.1.0.4","445","201.191.5.225","","59981"
"5492","accept","tcp","smbd","1.64796186E9","5492","","10.1.0.4","445","201.191.5.225","","56914"
"5493","accept","tcp","smbd","1.64796186E9","5493","","10.1.0.4","445","201.191.5.225","","11145"
"5494","accept","tcp","smbd","1.64796186E9","5494","","10.1.0.4","445","201.191.5.225","","57006"
"5495","accept","tcp","smbd","1.64796186E9","5495","","10.1.0.4","445","201.191.5.225","","30983"
"5496","accept","tcp","smbd","1.64796186E9","5496","","10.1.0.4","445","201.191.5.225","","31012"
"5497","accept","tcp","smbd","1.64796186E9","5497","","10.1.0.4","445","201.191.5.225","","36481"
"5498","accept","tcp","smbd","1.64796186E9","5498","","10.1.0.4","445","201.191.5.225","","31059"
"5499","accept","tcp","smbd","1.64796186E9","5499","","10.1.0.4","445","201.191.5.225","","57240"
"5500","accept","tcp","smbd","1.64796186E9","5500","","10.1.0.4","445","201.191.5.225","","57290"
"5501","accept","tcp","smbd","1.64796186E9","5501","","10.1.0.4","445","201.191.5.225","","57326"
"5502","accept","tcp","smbd","1.64796186E9","5502","","10.1.0.4","445","201.191.5.225","","57378"
"5503","accept","tcp","smbd","1.64796186E9","5503","","10.1.0.4","445","201.191.5.225","","31217"
"5504","accept","tcp","smbd","1.64796186E9","5504","","10.1.0.4","445","201.191.5.225","","31261"
"5505","accept","tcp","smbd","1.64796186E9","5505","","10.1.0.4","445","201.191.5.225","","57530"
"5506","accept","tcp","smbd","1.64796186E9","5506","","10.1.0.4","445","201.191.5.225","","31321"
"5507","accept","tcp","smbd","1.64796186E9","5507","","10.1.0.4","445","201.191.5.225","","57620"
"5508","accept","tcp","smbd","1.64796186E9","5508","","10.1.0.4","445","201.191.5.225","","31389"
"5509","accept","tcp","smbd","1.64796186E9","5509","","10.1.0.4","445","201.191.5.225","","57718"
"5510","accept","tcp","smbd","1.64796186E9","5510","","10.1.0.4","445","201.191.5.225","","31439"
"5511","accept","tcp","smbd","1.64796186E9","5511","","10.1.0.4","445","201.191.5.225","","31463"
"5512","accept","tcp","smbd","1.64796186E9","5512","","10.1.0.4","445","201.191.5.225","","23201"
"5513","accept","tcp","smbd","1.64796186E9","5513","","10.1.0.4","445","201.191.5.225","","57902"
"5514","accept","tcp","smbd","1.64796186E9","5514","","10.1.0.4","445","201.191.5.225","","58511"
"5515","accept","tcp","smbd","1.64796186E9","5515","","10.1.0.4","445","201.191.5.225","","60058"
"5516","accept","tcp","smbd","1.64796186E9","5516","","10.1.0.4","445","201.191.5.225","","31599"
"5517","accept","tcp","smbd","1.64796186E9","5517","","10.1.0.4","445","201.191.5.225","","58090"
"5518","accept","tcp","smbd","1.64796186E9","5518","","10.1.0.4","445","201.191.5.225","","58132"
"5519","accept","tcp","smbd","1.64796186E9","5519","","10.1.0.4","445","201.191.5.225","","58180"
"5520","accept","tcp","smbd","1.64796186E9","5520","","10.1.0.4","445","201.191.5.225","","58228"
"5521","accept","tcp","smbd","1.64796186E9","5521","","10.1.0.4","445","201.191.5.225","","58274"
"5522","accept","tcp","smbd","1.64796186E9","5522","","10.1.0.4","445","201.191.5.225","","31747"
"5523","accept","tcp","smbd","1.64796186E9","5523","","10.1.0.4","445","201.191.5.225","","58358"
"5524","accept","tcp","smbd","1.64796186E9","5524","","10.1.0.4","445","201.191.5.225","","31803"
"5525","accept","tcp","smbd","1.64796186E9","5525","","10.1.0.4","445","201.191.5.225","","58466"
"5526","accept","tcp","smbd","1.64796186E9","5526","","10.1.0.4","445","49.228.138.131","","58864"
"5527","accept","tcp","smbd","1.64796186E9","5527","","10.1.0.4","445","201.191.5.225","","17541"
"5528","accept","tcp","smbd","1.64796186E9","5528","","10.1.0.4","445","201.191.5.225","","58570"
"5529","accept","tcp","smbd","1.64796186E9","5529","","10.1.0.4","445","201.191.5.225","","58616"
"5530","accept","tcp","smbd","1.64796186E9","5530","","10.1.0.4","445","201.191.5.225","","58660"
"5531","accept","tcp","smbd","1.64796186E9","5531","","10.1.0.4","445","201.191.5.225","","58755"
"5532","accept","tcp","smbd","1.64796186E9","5532","","10.1.0.4","445","201.191.5.225","","58746"
"5533","accept","tcp","smbd","1.64796186E9","5533","","10.1.0.4","445","201.191.5.225","","58788"
"5534","accept","tcp","smbd","1.64796186E9","5534","","10.1.0.4","445","201.191.5.225","","32073"
"5535","accept","tcp","smbd","1.64796186E9","5535","","10.1.0.4","445","201.191.5.225","","58876"
"5536","accept","tcp","smbd","1.64796186E9","5536","","10.1.0.4","445","201.191.5.225","","32118"
"5537","accept","tcp","smbd","1.64796186E9","5537","","10.1.0.4","445","201.191.5.225","","50069"
"5538","accept","tcp","smbd","1.64796186E9","5538","","10.1.0.4","445","201.191.5.225","","7983"
"5539","accept","tcp","smbd","1.64796186E9","5539","","10.1.0.4","445","201.191.5.225","","54371"
"5540","accept","tcp","smbd","1.64796186E9","5540","","10.1.0.4","445","201.191.5.225","","59108"
"5541","accept","tcp","smbd","1.64796186E9","5541","","10.1.0.4","445","201.191.5.225","","59154"
